,age,bmi,children,charges,sex_female,sex_male,smoker_no,smoker_yes,region_northeast,region_northwest,region_southeast,region_southwest
1071,1.697194208037973,0.11678859271370917,0,0.06486743388669491,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1072,-1.2850781411148888,0.08607532701633665,0,-0.942718416154424,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1073,1.058135847505217,-0.2978404942008173,2,-0.09195480960480677,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1074,1.4841747545270543,-2.0024267404049807,0,0.0005477556477848807,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1075,-0.5040068115748536,-0.18306986975274167,1,-0.7211304982747638,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1076,0.5610904559797399,0.20650365830340195,1,-0.38803600597856297,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1077,-1.2850781411148888,-0.7585394796614017,0,-0.9266222302288868,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1078,-0.7880327495894119,0.15477605291835378,0,1.793406639607632,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1079,1.697194208037973,0.4748406112383385,3,0.164004688765411,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1080,-1.4980975946258075,-1.445546738681572,2,-0.10971002454004279,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1081,-0.5040068115748536,-0.4667634555363648,1,-0.7301866695590536,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1082,-0.07796790455301622,-1.7413639819773161,1,-0.6131423402443393,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1083,-0.5040068115748536,0.12567927488926425,1,-0.7617469393289656,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1085,-0.006961420049376656,-2.00808444724397,5,0.48651138246891906,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1086,1.1291423320088565,-0.28248386135213077,0,-0.20054765219414844,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1087,1.2711553010161356,0.13214522556239514,0,-0.1540408074440006,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1088,0.9161228784979377,2.7508552481804562,1,-0.28802313164702825,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1090,0.5610904559797399,0.8838119913138753,0,2.3783305308874576,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1091,1.1291423320088565,-0.14427416571395585,0,-0.15961023905916358,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1092,-1.1430651721076097,0.31965779508319514,3,-0.8022524659412124,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1093,-1.2140716566112493,-0.05213436862183885,0,1.7295521907052174,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1094,0.7741099094906586,0.4813065619114705,4,-0.15854090558342715,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1096,0.8451163939942982,0.6849840081150971,2,2.625958134039628,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1099,-1.0010522031003306,0.5281847042916702,1,-0.8326813975464116,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1100,-0.43300032707121405,-1.8795736776154917,2,0.298859951633977,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1101,0.9871293630015773,-0.343102148912734,3,-0.16237601815285793,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1102,-0.7170262650857724,1.3283461000916326,1,-0.812279979992355,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1103,1.3421617855197752,0.8660306269627651,0,-0.15320102786224965,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1104,-0.1489743890566558,-0.14912362871880372,0,0.6032086959796943,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1105,1.058135847505217,0.08365059551391242,0,-0.23874834062468378,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1106,0.703103424987019,-0.1289175328652693,0,-0.3515562744141702,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1108,-0.930045718596691,-0.11679387535314877,1,-0.859659061893613,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1111,-0.07796790455301622,1.2394392783360815,3,2.401143362532495,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1112,0.6320969404833795,-0.7876362576904913,3,0.917247379787631,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1114,-1.1430651721076097,-1.00424560524038,0,-0.9020833223326514,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1115,1.1291423320088565,0.3148083320783467,1,-0.1996176403190382,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1116,0.13505154895790247,-0.1749874314113278,5,-0.33199372196769905,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1117,-1.0010522031003306,0.4214965181850079,2,1.9147040379422933,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1118,-0.43300032707121405,0.8126865339094345,1,2.0949411168504692,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1119,-0.6460197805821327,-1.7413639819773161,3,-0.6267109655084949,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1120,-1.1430651721076097,0.1095143982064365,0,1.7511592526695474,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1122,0.9871293630015773,0.99211666508882,3,2.794676112194535,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1123,-0.8590392340930515,0.2703549212005712,1,0.47650907366416323,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1124,-1.1430651721076097,1.944227901707362,1,2.3138679023810265,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1125,1.697194208037973,-0.9121058081482638,0,0.08826399652278075,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1128,-0.3619938425675745,0.33582267176602176,1,0.09692905012939608,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1129,-1.427091110122168,-1.9595898171954875,0,-0.9578035193558728,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1130,-0.006961420049376656,-1.1077008160104764,5,-0.3854508167420206,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1131,-0.8590392340930515,2.453421517216429,2,-0.7937384191612741,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1134,-0.7880327495894119,0.5007044139308631,0,0.5408015615378811,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1136,0.34807100246882117,-0.9250377094945255,1,-0.4655223667682142,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1137,-0.930045718596691,-1.372804793608848,0,-0.8369266789210666,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1138,-0.43300032707121405,-0.07638168364607992,0,-0.792825907565745,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1139,-1.427091110122168,0.2857115540492572,0,1.9793568921076325,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1140,0.7741099094906586,1.026062906122758,1,-0.3465564349337776,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1141,0.13505154895790247,0.3034929184003674,3,-0.43787944125606293,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1142,0.9161228784979377,-0.9476685368504841,0,1.1625319230785114,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1143,-0.006961420049376656,0.2614642390250161,2,-0.5728743180229336,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1145,0.9161228784979377,0.3317814525953151,3,-0.1593955631170149,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1148,1.1291423320088565,-1.4908083933934893,1,-0.20091429787504092,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1149,0.20605803346154206,0.5459660686427804,0,-0.602800973648726,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1150,-1.4980975946258075,-0.06749100147052482,0,-0.9181479985684441,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1151,1.3421617855197752,0.930690133694075,0,-0.08033071552541285,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1152,0.2770645179651816,0.2970269677272365,3,2.316965080231265,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1153,-0.29098735806393494,0.823193703753272,1,-0.6319700396242861,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1154,0.6320969404833795,-0.4514068226876788,4,-0.1822728296974416,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1155,-0.21998087356029536,-1.3881614264575342,3,-0.49853549797353,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1156,-1.427091110122168,2.288539775051589,0,2.215200457560996,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1158,-1.3560846256185284,-0.021421102924466327,0,-0.896769834916163,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1159,-0.5040068115748536,1.6775074364407079,0,-0.7689838957946377,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1161,-0.3619938425675745,1.8440056662738316,2,-0.6742504102675513,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1162,-0.6460197805821327,1.3105647357405223,1,0.48149320924299355,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1163,-1.4980975946258075,-0.40533692414162026,0,-0.9183906139929782,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1164,0.13505154895790247,-0.3899802912929343,1,-0.5047707711733187,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1165,-0.29098735806393494,-0.7431828468127157,0,-0.6655816920831834,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1166,1.2711553010161356,1.5595038366560663,0,-0.18500150368868845,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1167,-0.7170262650857724,-0.9896972162258354,2,-0.7239169386386485,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1168,-0.5040068115748536,0.7237797121538835,2,-0.7121279051549466,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1169,-0.1489743890566558,0.5467743124769211,1,-0.5917252341899172,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1170,-1.4980975946258075,-0.5435466197797958,1,0.3324640252316386,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1171,0.2770645179651816,-0.6502348058864575,2,0.7750793426112659,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1172,1.200148816512496,1.80844293757161,0,-0.17572133634198628,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1174,-0.7170262650857724,0.22428502265451214,2,-0.7318975922634608,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1175,-1.2140716566112493,-0.585575299155147,0,-0.9222714795004596,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1176,0.9161228784979377,-1.0656721366351252,1,0.892755272925408,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1177,0.06404506445426292,-0.5370806691066649,1,-0.5596114862386837,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1179,-0.5750132960784932,-0.1475071410505213,0,0.5138294316384386,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1180,0.20605803346154206,1.71387840897707,1,-0.4632461403535488,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1181,-1.0720586876039702,-0.1289175328652693,0,-0.8641190442645033,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1182,-1.0010522031003306,-0.06829924530466604,0,-0.8822992708810786,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1184,-1.1430651721076097,-0.36088351326384477,1,0.4284675859287065,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1185,0.4190774869724608,-1.1578119337272421,2,-0.3836535117222485,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1187,1.6261877235343334,0.3164248197466291,0,0.05403919539933265,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1188,0.2770645179651816,-0.8813925424508913,1,0.7160136900896711,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1189,-1.1430651721076097,-0.44009140900969945,0,-0.0059335862648255844,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1191,0.13505154895790247,-1.4495879578522792,1,0.04407390233744832,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1192,1.3421617855197752,0.2703549212005712,1,-0.014912670299927256,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1193,0.6320969404833795,0.9460467665427621,0,-0.37802737853313373,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1194,-0.5750132960784932,-1.4495879578522792,0,-0.7569377697999529,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1196,-1.427091110122168,-0.11356090001658332,0,1.6794442510827428,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1197,0.13505154895790247,0.45705924688722827,0,-0.626175893729558,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1198,0.06404506445426292,-0.22105732995738628,1,-0.5682369861234419,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1199,-0.5750132960784932,-0.7957186960319051,2,-0.6900748804468171,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1200,-0.1489743890566558,-1.0349588709377526,2,-0.5845097532522542,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1201,0.49008397147610033,1.560312080490208,2,-0.37284636042455077,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1204,-1.4980975946258075,-0.5564785211260576,3,0.4197164523260394,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1205,-0.29098735806393494,-2.0792099046484114,1,-0.6748924880509134,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1206,1.4131682700234147,0.6591202054225724,2,1.9803486121983598,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1207,-0.21998087356029536,0.4328119318629872,2,2.106025420631259,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1210,-0.21998087356029536,0.02464879562159217,1,-0.6534408574649769,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1211,-0.006961420049376656,0.5459660686427804,2,0.8656428660294985,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1212,-1.4980975946258075,-1.4956578563983376,0,-0.9600117615061955,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1213,0.9161228784979377,0.41664705518015943,2,-0.19967169868684,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1214,-0.8590392340930515,0.08607532701633665,1,-0.771804113243116,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1215,-1.4980975946258075,1.360675853457288,0,-0.0256945629025196,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1216,0.06404506445426292,-0.9121058081482638,0,-0.6499084859525519,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1218,0.49008397147610033,0.6267904520569181,1,2.3771213287968678,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1221,0.06404506445426292,-0.9298871724993739,2,-0.5515422079577441,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1222,0.7741099094906586,-0.8765430794460428,0,-0.3971122664647294,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1223,-1.3560846256185284,-1.018793994254925,0,1.079659767942932,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1225,-0.43300032707121405,1.4705970149005152,1,-0.7016872993217947,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1226,-0.07796790455301622,-2.2481328659839592,2,-0.5476140152804292,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1227,0.20605803346154206,1.0438442704738682,2,-0.5040643879006821,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1228,1.200148816512496,0.599310161696111,0,-0.21742780554756355,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1229,1.3421617855197752,-0.06749100147052482,0,-0.10518297070870304,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1230,0.9161228784979377,0.6082008438716661,3,3.910414480920983,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1231,-1.3560846256185284,-1.4423137633450065,0,0.5820573160745424,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1232,1.058135847505217,-0.9888889723916942,3,-0.05996426930075073,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1233,1.3421617855197752,-1.1998406131025934,0,-0.1546845805538981,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1236,1.697194208037973,-1.464944590700965,0,0.10456971395132456,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1237,1.3421617855197752,-0.40533692414162026,0,-0.08129014924970662,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1238,-0.1489743890566558,-1.2960216293654176,3,-0.5188049807068648,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1240,0.9161228784979377,1.7906615732205,2,2.8454867688416208,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1241,1.7682006925416125,1.0082815417716477,2,3.0382202082100687,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1242,-1.2140716566112493,-1.5263711220957097,3,-0.7433927997693517,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1243,-0.7880327495894119,0.3859337894827875,0,-0.8373169213759778,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1244,-1.4980975946258075,0.4214965181850079,0,-1.0073234479141486,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1245,-0.7880327495894119,-1.038191846274318,5,-0.6332301641461549,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1246,0.4190774869724608,-0.8118835727147329,3,-0.34206584899594616,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1247,-0.43300032707121405,-0.2137831354501142,4,-0.5961664844552955,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1249,-0.5040068115748536,0.4699911482334912,1,2.0385508983858194,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1250,-1.0720586876039702,-0.14427416571395585,0,0.45520727820878115,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1251,-1.427091110122168,-1.7656112970015572,0,-0.998502380004055,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1253,0.06404506445426292,-0.2299480121329414,4,0.21973227089826414,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1254,-0.3619938425675745,-0.48535306372161674,0,-0.7334640656308244,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1255,0.20605803346154206,1.1602313825902262,0,-0.5615216933246249,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1257,1.058135847505217,-0.49747672123373726,1,-0.15799042136546998,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1258,1.1291423320088565,1.1303263607269962,3,1.4085285444359414,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1259,0.9161228784979377,-1.2192384651219867,0,-0.25053707345934484,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1261,-0.7880327495894119,1.0309123691276065,1,-0.8285023842311584,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1262,0.13505154895790247,-0.4320089706682856,1,-0.5367866703888269,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1265,1.7682006925416125,-1.1254821803615866,0,1.1465407864332255,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1266,1.1291423320088565,-0.03596949193901108,0,-0.2082209047018232,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1269,0.4190774869724608,-0.5209157924238371,3,-0.3826950592830183,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1270,-0.930045718596691,0.5160610467795491,1,-0.827218875895008,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1271,-1.0010522031003306,0.6082008438716661,0,-0.8498277422199743,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1273,-0.29098735806393494,-0.5031344280727269,1,-0.7057463870752321,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1274,-0.930045718596691,-0.5920412498282785,0,0.3211612080577496,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1275,1.2711553010161356,-1.1351811063712836,0,-0.1869366228882018,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1276,-1.2140716566112493,-0.05213436862183885,0,-0.8731999606351204,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1277,-0.5040068115748536,-0.1596307985626418,0,-0.7383174723256407,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1278,-0.006961420049376656,-0.1289175328652693,1,0.7736966701998371,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1279,-1.0010522031003306,-0.6356864168719127,2,-0.7523419608735353,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1280,0.6320969404833795,0.4214965181850079,0,-0.4103897882951654,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1281,0.5610904559797399,-0.49747672123373726,2,0.9468750942262386,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1282,-1.4980975946258075,-1.464944590700965,0,0.09067346474635893,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1285,0.5610904559797399,-1.0349588709377526,0,-0.3894286123353804,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1288,-1.3560846256185284,1.4027045328326393,2,2.1001036366916828,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1289,0.34807100246882117,0.5815287973450008,1,-0.5052786258627043,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1290,-0.07796790455301622,-1.7413639819773161,2,-0.5064119307732253,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1291,-1.427091110122168,0.6752850821054002,0,1.8064770894112423,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1292,-1.2850781411148888,-1.2143890021171382,0,-0.9756380288053378,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1294,1.3421617855197752,-0.8967491752995772,0,-0.10577848129619587,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1297,-0.7880327495894119,-0.6809480715838295,2,-0.7397040281205128,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1298,-0.43300032707121405,-0.5281899869311099,2,-0.6627855975445454,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1299,-1.427091110122168,-0.8046093782074603,1,-0.8757988586327854,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1300,0.4190774869724608,-0.05860031929496973,0,4.125167599678395,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1302,-1.0010522031003306,-1.6039625301732818,1,-0.8342125446514854,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1303,0.2770645179651816,-0.4724211623753544,0,2.0571073329930556,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1304,0.20605803346154206,-0.9888889723916942,2,0.6732576926639176,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1305,-1.0720586876039702,-0.48535306372161674,0,-0.8963607267339438,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1306,-0.7170262650857724,-1.4342313250035927,0,0.24365748478599422,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1307,-0.5040068115748536,-0.42069355699030625,4,0.6910545165912593,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1308,-1.0010522031003306,-0.0844641219874938,0,1.728976364278532,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1311,-0.43300032707121405,-0.6510430497205988,0,-0.72041470719256,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1312,-0.3619938425675745,1.968475216731603,1,-0.7233505492512987,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1313,-1.427091110122168,0.6429553287397458,2,1.9375034489482055,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1314,-0.6460197805821327,-1.1424553008785556,3,0.4650162663397811,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1315,-1.4980975946258075,-0.3899802912929343,1,-0.16079674298231147,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1316,-1.427091110122168,-1.6362922835389369,0,-0.9575713514855052,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1317,-1.4980975946258075,3.6221421013848607,0,-1.0050249859975102,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1318,-0.29098735806393494,1.452815650549405,4,0.5260516728303855,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1319,-0.006961420049376656,-0.7124695811153432,2,-0.5007498449696526,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1322,1.6261877235343334,1.3105647357405223,0,-0.01807076716205055,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1323,0.20605803346154206,1.5595038366560663,2,2.5637554259130826,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1324,-0.5750132960784932,-0.7738961125100883,1,-0.7481011767074486,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1325,1.5551812390306938,0.45463451538480404,0,-0.004542316125967064,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1326,0.20605803346154206,0.3471380854440011,0,-0.5134171536393665,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1327,0.8451163939942982,-0.11194441234830031,1,-0.31900717830054875,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1328,-1.1430651721076097,-1.0503155037864387,2,0.7681597579541138,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1329,0.9161228784979377,1.2733855193700194,2,-0.23989461520076882,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
1330,1.2711553010161356,-0.805417622041602,2,-0.0474826030623462,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1332,0.9161228784979377,2.259442997022499,3,-0.1491588182119062,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1333,0.7741099094906586,0.040005428470278145,3,-0.2168997823183601,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1334,-1.4980975946258075,0.19357175695714018,0,-0.9179605230131224,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1336,-1.2850781411148888,-0.7957186960319051,0,-0.9344992100428091,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1337,1.5551812390306938,-0.2671272285034448,0,1.3315105906761193,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
